nome;sigla;natureza;categoria;projeto;tipo_logradouro;nome_logradouro;numero;complemento;bairro;municipio;uf;cep;ddd;telefone1;telefone2;e-mail;24horas;horario_inicio;horario_fim;dias_funcionamento;presencial;online;funcionamento_pandemia;obs_pandemia;latitude;longitude;verificado;existe_delegacia;delegacia_mulher;endereco_correto;horario_correto;telefone_correto;observacao 
Delegacia de Polícia de Defesa da Mulher - Suzano;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Presidente Nereu Ramos;302;;Jardim Santa Helena;Suzano;SP;08674-270;11;47488040;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,5458972;-46,3180484;Sim;Sim;Sim;Sim;Não;Sim;
1ª Delegacia de Defesa da Mulher - São Paulo;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Viêira Ravasco;26;;Cambuci;São Paulo;SP;01518-030;11;32758000;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,5573377;-46,6253308;Sim;Sim;Sim;Sim;Sim;Sim;
3ª Delegacia de Defesa Da Mulher - Oeste;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Corifeu de Azevedo Marques;4300;2º andar;Vila Lageado;São Paulo;SP;05339-002;11;37684664;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,5587857;-46,7488481;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Itapetininga;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Higino Rolim Rosa;81;;Vila Rosa;Itapetininga;SP;18200-600;15;32710120;32753792;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,5922156;-48,0499264;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Defesa da Mulher - Cotia;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Turmalina;99;;Jardim Lina;Cotia;SP;06700-553;11;46169098;46142831;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,6052941;-46,917133;Sim;Sim;Sim;Sim;Sim;Sim;
2º Delegacia de Defesa da Mulher - Sul;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Onze de Junho;89;Fundos;Vila Clementino;São Paulo;SP;04041-050;11;50842579;50815204;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,6240161;-46,7073513;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia - Caraguatatuba;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Maranhão;341;Fundos;Jardim Primavera;Caraguatatuba;SP;11660-904;12;38823242;38832585;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,6270473;-45,4208378;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia de Defesa da Mulher - Taboão da Serra;DDM;público;Delegacia da Mulher;mapa_delegacia;Estrada;das Olarias;670;;Jardim Guaciara;Taboão da Serra;SP;06775-005;11;41383409;46854268;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,6338264;-46,7905366;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia - Mauá;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;General Osório;75;;Vila Bocaina;Mauá;SP;09310-050;11;45141706;45141306;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,6672096;-46,4591976;Sim;Sim;Não;Não;Não;Não;
Delegacia Geral de Polícia - Osvaldo Cruz;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Hans Klotz;1452;;Centro;Osvaldo Cruz;SP;17700-000;18;35283641;;;Não;08:00;18:00;;;;;;-21,7909455;-50,874448;Não;;;;;;
Delegacia Seccional - São Sebastião;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Floriano Peixoto;200;;Centro;São Sebastião;SP;11600-000;12;38931213;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-23,7997905;-45,4093694;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia da Mulher - Cubatão;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Brasil;384;;Casqueiro;Cubatão;SP;11533-000;13;33643885;33632141;;Não;09:00;19:00;Dias úteis;Sim;Sim;Sim;;-23,9281567;-46,4114067;Sim;Sim;Sim;Sim;Sim;Sim;B.O. até as 18h
Delegacia de Polícia de Defesa da Mulher - São Vicente;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Djalma Dutra;132;;Centro;São Vicente;SP;11310-260;13;34673941;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-23,9674323;-46,3899129;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia da Mulher - Itapeva;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Epitácio Piedade;270;;Vila Ophelia;Itapeva;SP;18400-817;15;35221042;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,9856914;-48,8831946;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Praia Grande;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Cidade de Santos;50;;Boqueirão;Praia Grande;SP;11700-800;13;34714044;34718000;;Não;09:00;19:00;Dias úteis com plantão aos fins de semana;Sim;Sim;Sim;;-24,0017436;-46,4200584;Sim;Sim;Sim;Não;Não;Sim;
Delegacia de Defesa da Mulher - Capão Bonito;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Shizue Titae Yao;214;;Centro;Capão Bonito;SP;18300-360;15;35423996;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-24,0088813;-48,350169;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Guarulhos;DP;público;Delegacia Comum;mapa_delegacia;Rua;Itaverava;48;;Vila Camargos;Guarulhos;SP;07097-001;11;24858524;24591019;;Não;09:00;18:00;Dias úteis;;;;;-23,4673945;-46,5247795;Não;;;;;;
Delegacia de Defesa da Mulher - Mongaguá;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;São Paulo;851;;Vila São Paulo;Mongaguá;SP;11730-000;13;35071708;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-24,0913388;-46,6157001;Sim;Sim;Sim;Não;Não;Sim;
Delegacia de Defesa da Mulher - Peruíbe;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ministro Genésio de Almeida Moura;76;;Centro;Peruíbe;SP;11750-000;13;34555496;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-24,3227279;-47,0016445;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Registro;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Clara Gianotti de Souza;1051;;Vila Sao Nicolau;Registro;SP;11900-000;13;38222202;38224240;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-24,5003302;-47,8542868;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia da Mulher e Vulneráveis - Dianópolis;DEAMV;público;Delegacia da Mulher;mapa_delegacia;Rua;Vereador Leonidas Ribeiro da Silva;172;;Setor Nova Horizonte;Dianópolis;TO;77300-000;63;36922480;;;;;;;;;;;-11,6251637;-46,8200407;Não;;;;;;
Delegacia da Mulher e Vulneráveis - Porto Nacional;DEAMV;público;Delegacia da Mulher;mapa_delegacia;Avenida;Rio de Janeiro;137;;Setor Santa Helena;Porto Nacional;TO;77500-000;63;33634509;33631682;deamportonacional@ssp.to.gov.br;;;;;;;;;-10,702889;-48,402471;Não;;;;;;
Delegacia da Mulher - Palmas;DEAM;público;Delegacia da Mulher;mapa_delegacia;Quadra;604 Sul;14;Alameda 14, Lote 37;Plano Diretor Sul;Palmas;TO;77022-030;63;32186878;32186831;deam@ssp.to.gov.br;;;;;;;;;-10,220498;-48,325144;Não;;;;;;
Delegacia da Mulher - Taraqualto;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;T 13;s/n;Quadra 17, Lote 18;Taraqualto;Palmas;TO;77064-004;63;32182404;;deamsul@ssp.to.gov.br;;;;;;;;;-10,329636;-48,296356;Não;;;;;;
Delegacia Especializada de Atendimento à Mulher - Augustinópolis;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua; Anicuns;312;;Centro;Augustinópolis;TO;77690-000;63;34561466;;deamaugustinopolis@ssp.to.gov.br;Não;08:00;14:00;Dias úteis;Sim;Não;Sim;Houve mudança no hórario de atendimento ;-5,466196;-47,882707;Sim;Sim;Sim;Sim;Sim;Sim;O atendimento para B.O. durante a pandemia só está sendo realizado atéo início da tarde.
Delegacia Especializada de Atendimento à Mulher - Araguaína;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Nero Macedo;620;A;Centro;Araguatins;TO;77950-000;63;34742617;;;Não;08:00;14:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-5,647948;-48,127302;Sim;Sim;Sim;Sim;Sim;Sim;O atendimento para B.O. durante a pandemia só está sendo realizado atéo início da tarde.
Delegacia Especializada de Atendimento à Mulher e Vulneráveis- Tocantinópolis;DEAMV;público;Delegacia da Mulher;mapa_delegacia;Travessa;do Ouro com Prata;195;;Centro;Tocantinópolis;TO;77900-000;63;34713776;;deamtocantinopolis@ssp.to.gov.br;Não;08:00;14:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-6,323164;-47,423116;Sim;Sim;Sim;Sim;Sim;Sim;B.O. só está sendo feito na Delegacia central da cidade e é encaminhado para a delegacia correspondente
Delegacia Especializada de Atendimento à Mulher - Araguaína;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Filadélfia;3200;;Setor Jardim Filadélfia;Araguaína;TO;77804-970;63;34117310;34117337;deamaraguaina@ssp.to.gov.br;Não;08:00;13:30;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-7,201808;-48,21319;Sim;Sim;Sim;Sim;Sim;Sim;O atendimento para B.O. durante a pandemia só está sendo realizado atéo início da tarde.
Delegacia Especializada de Atendimento à Mulher - Colinas do Tocantins;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Três;1792;;Centro;Colinas;TO;77760-000;63;34761738;34763051;deamcolinas@ssp.tp.gov.br;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;Presencialmente só está sendo atendido casos emergenciais;-8,044803;-48,462132;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Paraíso do Tocantins;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Tiradentes;1488;;Centro;Guaraí;TO;77700-000;63;34642536;;deamguarai@ssp.to.gov.br;Não;08:00;14:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-8,831458;-48,514564;Sim;Sim;Sim;Sim;Sim;Sim;O atendimento para B.O. durante a pandemia só está sendo realizado atéo início da tarde.
Delegacia Especializada de Atendimento à Mulher - Miracema do Tocantins;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;da Cancela;1097;;Setor Vila Maria;Miracema do Tocantins;TO;77650-000;63;33663171;33661786;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-9,536588;-48,592553;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Ariquemes;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Tancredo Neves;2540;;Setor Institucional;Ariquemes;TO;76872-854;69;35368425;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;Presencialmente só está sendo atendido casos emergenciais;-9,916574;-63,034353;Sim;Sim;Sim;Sim;Sim;Sim;Plantão 24h, com atendimento especializado entre 7h30 e 12h30
Delegacia Especializada de Atendimento à Mulher - Araguaína;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Graça Aranha;380;;St. Serrano II;Paraíso do Tocantins;TO;77600-000;63;33612277;;deammiracema@ssp.to.gov.br;Não;08:00;14:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-10,177691;-48,87941;Sim;Sim;Sim;Sim;Sim;Sim;O atendimento para B.O. durante a pandemia só está sendo realizado atéo início da tarde.
Delegacia Especializada de Atendimento à Mulher - Gurupi;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Goiás;2858;;Centro;Gurupi;TO;77410-010;63;33127270;33122291;deamgurupi@ssp.to.gov.br;Não;08:00;14:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-11,733852;-49,074417;Sim;Sim;Sim;Sim;Sim;Sim;O atendimento para B.O. durante a pandemia só está sendo realizado atéo início da tarde.
Delegacia Especializada de Atendimento à Mulher - Arraias;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;da Independência;s/n;Quadra 21, Lote 01, Casa 02;Centro;Arraias;TO;77330-000;63;36531905;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-12,933496;-46,936483;Sim;Sim;Sim;Sim;Sim;Sim;
