id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone 2,ramal2,whatsapp,e-mail,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Atendimento à Mulher - Sabará,DEAM,público,Delegacia da Mulher,Local,,Rua,João Pinheiro da Silva,25,,,Campo Santo Antônio,Sabará,3156700,MG,34515410,31,36741528,,,,,deamsabara@gmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-19,889387","-43,797796",
,penhas,mapa_acolhimento,Promotoria de Justiça de Governador Valadares, ,público,Jurídico,Regional,,Rua,Marechal Floriano,635,,,Centro,Governador Valadares,3127701,MG,35010070,33,32793800,,,,,,,,,,,,,,"-18,855833","-41,957190",
,penhas,mapa_acolhimento,Delegacia Especializada de Atendimento à Mulher - Governador Valadares,DEAM,público,Delegacia da Mulher,Local,,Rua,Israel Pinheiro,4043,,,Lourdes,Governador Valadares,3127701,MG,35032180,33,32256353,,,,,,,,,,,,,,"-18,866756","-41,960536",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia Civil - Acucena,DP,público,Delegacia Comum,Local,,Rua,Concesso Barbosa,47,,,Centro,Açucena,3100500,MG,35150000,31,32981180,,,,,aisp320@policiacivil.mg.gov.br,Não,08:30:00,17:30:00,Dias úteis,Sim,Não,Sim,,"-19,076400","-42,547900",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Policia Civil - Abre Campo,DP,público,Delegacia Comum,Local,,Rua,José Lopes Salgado,1,,,Ferreira,Abre Campo,3100302,MG,35365000,31,38721224,,,,,depol.abrecampo@policiacivil.mg.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Não,Sim,,"-20,307412","-42,480328",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Policial Civil - Abaete,DP,público,Delegacia Comum,Local,,Rua,Inacio de Oliveira Campos,335,,,Amazonas,Abaeté,3100203,MG,35620000,37,35411489,,,,,comarca.abaete@pc.mg.gov.br,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-19,156340","-45,438833",
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Casmuc,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Nossa Senhora Das Graças,21,,,Centro,Pará De Minas,3147105,MG,35660339,37,32317885,,,,,,Não,08:00:00,16:00:00,Dias úteis,,,,,"-19,867149","-44,602486",
,penhas,mapa_acolhimento,Casa da Mulher - Centro de Referência de Juiz de Fora,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Uruguaiana,94,,,Jardim Glória,Juiz De Fora,3136702,MG,36015020,32,35161947,,36905559,,,,Não,08:00:00,17:30:00,Dias úteis,,,,,"-21,753449","-43,359088",Almoço das 11h30 às 14h00
,penhas,mapa_acolhimento,Núcleo Jurídico da OAB Mulher, ,público,Jurídico,Regional,,Rua,Marechal Deodoro,662,,,Centro,Juiz De Fora,3136702,MG,36015460,32,32154035,,,,,,Não,10:00:00,16:00:00,Dias úteis,,,,,"-21,760333","-43,350267",
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Congonhas,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Antônio Andrade de Freitas,3,,,Centro,Congonhas,3118007,MG,36415000,31,37314428,,,,,crmulher@bol.com.br,,,,,,,,,"-20,501628","-43,860285",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Pirapetinga,CREAS,público,Assistência Social,Local,,Rua,Osório Vieira da Fonseca,100,,,Centro,Pirapetinga,3151107,MG,36730000,32,34651300,,,,,craspirapetinga@yahoo.com.br,Não,07:00:00,16:00:00,Dias úteis,,,,,"-21,655024","-42,346098",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Cataguases,CREAS,público,Assistência Social,Local,,Rua,Gama Cerqueira,70,,,,Cataguases,3115300,MG,36770024,32,34213133,,,,,,Não,08:00:00,16:00:00,Dias úteis,,,,,"-21,382589","-42,692926",
,penhas,mapa_acolhimento,Centro de Referência de Proteção e Inclusão Social de Mulheres - Casa de Maria,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Wanda da Silva Andrade,151,,,Bela Vista,Cataguases,3115300,MG,36770167,32,34215657,,,,,,,,,,,,,,"-21,385713","-42,686833",
,penhas,mapa_acolhimento,UBS de Munhaçu,UBS,público,Saúde,Local,,Rua,Mascarenhas de Morais,92,,,,Manhuaçu,3139409,MG,36900000,33,33323922,,,,,,Não,07:00:00,17:00:00,Dias úteis,,,,,"-20,258310","-42,032405",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Manhuaçu,CRAS,público,Assistência Social,Local,,Rua,Monsenhor Gonzalez,498,,,,Manhuaçu,3139409,MG,36900000,33,33323800,,,,,,Não,07:00:00,18:00:00,Dias úteis,,,,,"-20,257584","-42,035235",
,penhas,mapa_acolhimento,3ª Delegacia Regional de Segurança Pública,,público,Delegacia Comum,Regional,,Avenida,Melo Viana,222,,,,Manhuaçu,3139409,MG,36902290,33,33311020,,,,,,,,,,,,,,"-20,244758","-42,026844",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Manhuaçu,CREAS,público,Assistência Social,Local,,Rua,Reverendo Antônio Godoy,38,,,,Manhuaçu,3139409,MG,36905000,33,33323264,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,256898","-42,034097",
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Alfenas,CRAM,público,Centro de Referência da Mulher,Local,,Praça,Fausto Monteiro,347,,,Parque das Nações,Alfenas,3101607,MG,37130000,35,33182001,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,424764","-45,949501",
,penhas,mapa_acolhimento,Centro de Referência da Mulher Reviver,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Olavo Bilac,212,,,Centro,Itajubá,3132404,MG,37500027,35,36228656,,,,,cddmi@itajuba.mg.gov.br,,,,,,,,,"-22,422003","-45,454703",
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Pouso Alegre,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Projetada,2085,,,Centro,Pouso Alegre,3152501,MG,37550000,35,34494066,,,,,atendimentosocialpa@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,235956","-45,930992",
,penhas,mapa_acolhimento,Centro de Referência e Atendimento à Mulher de Passos,CRAM,público,Centro de Referência da Mulher,Local,,Praça,Geraldo da Silva Maia,175,,,Centro,Passos,3147907,MG,37900096,35,35227047,,35212654,,,,Não,08:00:00,18:00:00,Dias úteis,,,,,"-20,722281","-46,609034",
,penhas,mapa_acolhimento,Delegacia Regional de Policia Civil,DPOL,público,Delegacia Comum,Regional,,Avenida,Darcio Cantieri,1879,,,Jardim América,São Sebastião Do Paraíso,3164704,MG,37950000,35,35311138,,35316324,,,cartorioregional.ssparaiso@pc.mg.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-20,906301","-46,976753",
,penhas,mapa_acolhimento,Centro de Referência e Atendimento à Mulher em Situação de Violência,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Pimenta de Padua,1865,,,Lagoinha,São Sebastião Do Paraíso,3164704,MG,37950000,35,35391029,,,,,cream.smds@ssparaiso.mg.gov.br,Não,08:00:00,14:00:00,Dias úteis,,,,,"-20,918986","-46,984055",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - São Sebastião Do Paraíso,CREAS,público,Assistência Social,Local,,Rua,Pinto Ribeiro ,955,,,Centro,São Sebastião Do Paraíso,3164704,MG,37950000,35,35315069,,,,,creas.smds@ssparaiso.mg.gov.br,Não,07:00:00,16:00:00,Dias úteis,,,,,"-20,916914","-46,989661",
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Uberaba,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Luiz Próspero,242,,,Parque Das Américas,Uberaba,3170107,MG,38045310,34,33129161,,,,,crmulher@uberabadigital.com.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-19,775613","-47,950002",
,penhas,mapa_acolhimento,Centro Especializado de Atendimento à Mulher - Araxá,CEAM,público,Assistência Social,Local,,Avenida,Dâmaso Drumond,505,,,Vila Guimarães,Araxá,3104007,MG,38183063,34,36629328,,,,,cam.araxa@yahoo.com.br,,,,,,,,,"-19,592720","-46,929252",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Atendimento à Mulher - Uberlândia,DEAM,público,Delegacia da Mulher,Local,,Rua,Nicomedes Alves Dos Santos,727,,,Lidice,Uberlândia,3170206,MG,38400170,34,32108304,,,,,deam.uberlandia@policiacivil.mg.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Não,Sim,,"-18,929135","-48,277924",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Paracatu,CREAS,público,Assistência Social,Local,,Praça,JK,371,,,Centro,Paracatu,3147006,MG,38600292,38,36711894,,,,,creasptu@gmail.com,Não,08:00:00,18:00:00,Dias úteis,,,,,"-17,221185","-46,864268",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Buritis,CREAS,público,Assistência Social,Local,,Avenida,Minas Gerais,905,,,,Buritis,3109303,MG,38660000,38,36623426,,,,,creasburitis@yahoo.com.br,Não,07:30:00,17:00:00,Dias úteis,,,,,"-15,625712","-46,422160",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Burutis,CRAM,público,Centro de Referência da Mulher,Local,,Avenida,Nossa Senhora da Pena,500,,,Taboquinha,Buritis,3109303,MG,38660000,38,36623063,,,,,creas@buritis.mg.gov.br,Não,07:30:00,17:30:00,Dias úteis,,,,,"-15,622556","-46,412567",Almoço das 11h30 às 13h30
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Patos De Minas,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Adrião Caixeta Ribeiro,,,,Boa Vista,Patos De Minas,3148004,MG,38705124,34,38229827,,,,,centrodereferenciadamulher@patosdeminas.mg.gov.br,Não,07:00:00,17:00:00,Dias úteis,,,,,"-18,600149","-46,501321",Sexta-feira funciona das 7h às 12h
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Pirapora,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Professora Marieta Amorim,63,,,Centro,Pirapora,3151206,MG,39270098,38,37439949,,,,,setas.crempmulher@pirapora.mg.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-17,354923","-44,957857",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Bocaiúva,CREAS,público,Assistência Social,Local,,Rua,Hélio Carneiro,56,,,Centro,Bocaiúva,3107307,MG,39390000,38,32515213,,,,,serv.sentinela@yahoo.com.br,Não,07:00:00,17:00:00,Dias úteis,,,,,"-17,113694","-43,816065",
,penhas,mapa_acolhimento,Defensoria Pública Especializada Na Defesa Dos Diretos Das Mulheres Em Situação de Violência de Montes Claros,NUDEM,público,Jurídico,Regional,,Avenida,Doutor João Luiz de Almeida,454,,,Vila Guilhermina,Montes Claros,3143302,MG,39400613,38,32169871,,,,,atendimentomontesclaros@defensoria.mg.def.br,Não,12:00:00,17:00:00,Dias úteis,,,,,"-16,733859","-43,868777",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Nanuque,CREAS,público,Assistência Social,Local,,Avenida,Antonio Barroso,120,,,,Nanuque,3144300,MG,39860000,33,36216750,,,,,creas@nanuque.mg.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-17,834839","-40,335019",
,penhas,mapa_acolhimento,Centro de Referência da Mulher - Jequitinhonha,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Maria Amélia,11,,,Vaticano,Jequitinhonha,3135803,MG,39960000,33,37411300,,,,,,,,,,,,,,"-16,441947","-41,015492",
,penhas,mapa_acolhimento,Aplicativo MG Mulher, ,público,Serviço online,Regional,,,,,,,,Belo Horizonte,3106200,MG,,,,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,sim,,,"-17,930178","-43,790845",
,penhas,mapa_acolhimento,Frida: Atendente Virtual da Delegacia da Mulher,FRIDA,público,Serviço online,Regional,,,,,,,,Manhuaçu,3139409,MG,,,,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,sim,,,,,
,penhas,mapa_acolhimento,Casa da Mulher Brasileira de Viçosa, ,público,Casa da Mulher Brasileira,Local,,Rua,Gomes Barbosa,803,,,Centro,Viçosa,2414902,MG,36570000,31,38928223,,,,,,,,,,,,,Atualmente fechada,"-20,763851","-42,880803",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Bicas,CREAS,público,Assistência Social,Local,,Rua,Cônego João Pio,5,,,,Bicas,3106903,MG,30315160,32,32711021,,,,,creas@bicas.mg.gov.br,Não,12:00:00,17:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-19,954087","-43,923489",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Boa Esperança,CREAS,público,Assistência Social,Local,,Rua,Geraldo Lopes dos Reis,29,,,Centenário,Boa Esperança,3107109,MG,37170000,35,38515211,,,,,creas@boaesperanca.mg.gov.br,Não,07:00:00,16:00:00,Dias úteis,,,,Horário reduzido durante a pandemia (das 8h às 12h),"-21,099362","-45,560107",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Atendimento à Mulher - Betim,DEAM,público,Delegacia da Mulher,Local,,Rua,Cecilia Julia do Prado,255,,,Centro,Betim,3106705,MG,32600166,31,34385911,,,,,deopf.betim@pc.mg.gov.br,Não,08:00:00,11:30:00,Dias úteis,Sim,Sim,Sim,Houve mudança no hórario de atendimento,"-19,972277","-44,191470",O atendimento para B.O. durante a pandemia só está sendo realizado pela manhã
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Atendimento à Mulher - Santa Luzia,DEAM,público,Delegacia da Mulher,Local,,Avenida,Brasília,3550,,,São Benedito,Santa Luzia,2110005,MG,33110580,31,36493514,,,,,deam.santaluzia@policiacivil.mg.gov.br,Não,14:00:00,17:30:00,Dias úteis,Sim,Sim,Sim,Houve mudança no hórario de atendimento,"-19,784499","-43,916107",O atendimento para B.O. durante a pandemia só está sendo realizado à tarde.
,"mapa_delegacias, penhas",mapa_delegacias,1ª Delegacia Especializada de Atendimento à Mulher - Campo Grande,DEAM,público,Delegacia da Mulher,Local,,Rua,Brasília,,,,Jardim Imá,Campo Grande,2401305,MS,79002121,67,40421324,,,,,1deam.cg@pc.ms.gov.br,Sim,00:00:00,23:59:00,Dias úteis,Sim,Sim,Sim,,"-20,457793","-54,664928",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Aquidauana,DAM,público,Delegacia da Mulher,Local,,Rua,Sete de Setembro,1416,,,Guanandy,Aquidauana,5001102,MS,79200000,67,32411172,,,,,damaquidauana@pc.ms.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,469575","-55,796915",Delegacia fecha para almoço das 12h ás 14h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Jardim,DAM,público,Delegacia da Mulher,Local,,Avenida,Fernando Aranha,1055,,,Centro,Jardim,2307106,MS,79240000,67,32516397,,,,,damjardim@pc.ms.gov,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-21,474698","-56,137593",Delegacia fecha para almoço das 11h30 ás 13h30
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Corumbá,DAM,público,Delegacia da Mulher,Local,,Rua,Major Gama,290,,,Centro,Corumbá,5003207,MS,79330000,67,32349904,,32349923,,,dam@corumba.ms.gov.br,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-19,001083","-57,659841",Delegacia fecha para almoço das 11h00 ás 13h00
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Coxim,DEAM,público,Delegacia da Mulher,Local,,Rua,General Mendes de Moraes,230,,,centro,Coxim,5003306,MS,79400000,67,32911338,,,,,damcoxim@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-18,507089","-54,757939",Delegacia fecha para almoço das 11h30 ás 13h30
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Dourados,DEAM,público,Delegacia da Mulher,Local,,Rua,Projetada B,820,,,Vila Bela,Dourados,5003702,MS,79400000,67,34211177,,,,,damdourados@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-22,247158","-54,815741",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Parnaíba,DAM,público,Delegacia da Mulher,Local,,Rua,Rui Barbosa,1680,,,Jardim Brasília,Paranaíba,5006309,MS,79500000,67,35031266,,,,,damparanaiba@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-19,676277","-51,182915",Delegacia fecha para almoço das 11h30 ás 13h30
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Três Lagoas,DAM,público,Delegacia da Mulher,Local,,Rua,Doutor Oscar Guimarães,1655,,,Centro,Três Lagoas,5008305,MS,79600021,67,35210227,,35219056,,,dam.tlagoas@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-20,776954","-51,705252",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Fátima da Sul,DAM,público,Delegacia da Mulher,Local,,Rua,Presidente Dutra,1261,,,Centro,Fátima do Sul,5003801,MS,79700000,67,34671622,,,,,dam.fms@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-22,373376","-54,517977",Delegacia fecha para almoço das 11h30 ás 13h30
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Nova Andradina,DAM,público,Delegacia da Mulher,Local,,Rua,Santo Antonio,1094,,,Centro,Nova Andradina,5006200,MS,79750000,67,34418261,,34415047,,,dam.nandradina@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-22,245211","-53,351885",Delegacia fecha para almoço das 11h30 ás 13h30
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Dourados,CRAS,público,Assistência Social,Local,,Rua,Salviano Pedroso,1050,,,,Dourados,5003702,MS,79812170,,,,,,,crasaguaboa@hotmail.com,Não,07:00:00,17:00:00,Dias úteis,,,,,"-22,248768","-54,812700",Almoço das 11h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Dourados,CRAS,público,Assistência Social,Local,,Rua,Projetada L,,,,Altos Do Alvorada,Dourados,5003702,MS,79822560,67,34268513,,,,,crasparquedolago2@hotmail.com,Não,07:00:00,17:00:00,Dias úteis,,,,,"-22,239367","-54,839512",Almoço das 11h às 12h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Ponta Porã,DAM,público,Delegacia da Mulher,Local,,Rua,Sete de Setembro,617,,,Centro,Ponta Porã,5006606,MS,79900000,67,34313771,,,,,dam.ppora@pc.ms.gov.br,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-22,536723","-55,726916",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Coopha,CRAS,público,Assistência Social,Local,,Rua,Vacaria,,,,Coopha Fronteira,Ponta Porã,5006606,MS,79902692,67,34319546,,08007260101,,,crascoopha@hotmail.com,Não,07:00:00,17:00:00,Dias úteis,,,,,"-22,509692","-55,718664",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Atendimento à Mulher - Naviraí,DAM,público,Delegacia da Mulher,Local,,Rua,Irineu Bonicontro,74,,,Jardim Progresso,Naviraí,5005707,MS,79950000,67,34615182,,,,,damnavirai@pc.ms.gov.br,Não,07:30:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-23,058802","-54,210038",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Cuiabá,CREAS,público,Assistência Social,Local,,Rua,Régis Bittencourt,384,,,Dom Aquino,Cuiabá,5103403,MT,78020160,65,36166730,,36166731,,,,Não,09:00:00,17:00:00,Dias úteis,,,,,"-15,605999","-56,103474",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Defesa da Mulher - Cuiabá,DEAM,público,Delegacia da Mulher,Local,,Rua,Joaquim Murtinho,789,,,Centro Sul,Cuiabá,5103403,MT,78020290,65,39014277,,,,,dmulhercba@pjc.mt.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-15,601893","-56,102591",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Mulher - Várzea Grande,DEAM,público,Delegacia da Mulher,Local,,Rua,Almirante Barroso,298,,,Centro Sul,Várzea Grande,2211407,MT,78110490,65,36851236,,36858197,,,ddefmulhervg@pjc.mt.gov.br,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-15,655605","-56,131962",
,penhas,mapa_acolhimento,Secretaria de Assistência Social, ,público,Assistência Social,Local,,Avenida,Castelo Branco,,,,Centro Sul,Várzea Grande,5108402,MT,78135730,65,36883637,,,,,,Não,07:00:00,18:00:00,Dias úteis,,,,,"-15,667758","-56,132029",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Defesa da Mulher - Tangará da Serra,DEAM,público,Delegacia da Mulher,Local,,Avenida,Brasil,620,,Esquina com Avenida Vinte e Oito,Centro,Tangará da Serra,5107958,MT,78300000,65,33253413,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-14,616369","-57,485041",Delegacia fecha para almoço das 12h ás 14h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada de Defesa da Mulher - Barra do Garças,DEAM,público,Delegacia da Mulher,Local,,Rua,Carajás,1156,,,Centro,Barra do Garças,5101803,MT,78600000,66,34011388,,,,,dmulherbg@pjc.mt.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-15,889515","-52,264104",Delegacia fecha para almoço das 12h ás 14h
,penhas,mapa_acolhimento,Ambulatório Viva, ,público,Saúde,Local,,Rua,Domingos de Lima,,,,Monte Líbano,Rondonópolis,5107602,MT,78710240,66,984130885,,,,sim,ambulatorioviva@hotmail.com,Não,12:00:00,18:00:00,Dias úteis,,,,,"-16,444074","-54,650410",
